"","day","batch","staining","cell","ID","length","fname","neurite","filament","parent","cellline","species"
"2930","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",1627.9335586448,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",12,3,8,"SC102A1","Human"
"2931","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",163.419710670261,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",14,3,12,"SC102A1","Human"
"2932","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",166.616628314154,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",21,3,19,"SC102A1","Human"
"2933","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",2016.23026002867,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",8,3,6,"SC102A1","Human"
"2934","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",227.8013687289,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",24,3,22,"SC102A1","Human"
"2935","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",230.65463360458,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",25,3,24,"SC102A1","Human"
"2936","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",236.891978454853,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",3,3,2,"SC102A1","Human"
"2937","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",247.940668996685,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",16,3,15,"SC102A1","Human"
"2938","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",2631.96746281846,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",2,3,0,"SC102A1","Human"
"2939","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",325.703822608873,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",5,3,3,"SC102A1","Human"
"2940","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",344.045937226297,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",15,3,14,"SC102A1","Human"
"2941","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",375.806837365594,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",1,2,0,"SC102A1","Human"
"2942","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",3838.5159487148,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",26,3,24,"SC102A1","Human"
"2943","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",433.639783915317,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",6,3,2,"SC102A1","Human"
"2944","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",44.7803066859301,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",9,3,8,"SC102A1","Human"
"2945","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",49.1053810607321,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",4,3,3,"SC102A1","Human"
"2946","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",490.061106218616,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",20,3,19,"SC102A1","Human"
"2947","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",550.704030525838,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",22,3,14,"SC102A1","Human"
"2948","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",60.4217848554924,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",23,3,22,"SC102A1","Human"
"2949","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",63.9705712632816,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",19,3,15,"SC102A1","Human"
"2950","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",82.3610949611704,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",17,3,16,"SC102A1","Human"
"2951","d14","Batch6-7","stain20180706","Kah","Mordred_III_MaxProjection.ims",92.4965713993575,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_III_MaxProjection.ims.len",18,3,16,"SC102A1","Human"
"2952","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",10.155369833501,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",8,1,6,"SC102A1","Human"
"2953","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",11.2250232423508,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",1,1,0,"SC102A1","Human"
"2954","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",11.9046579300553,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",4,1,2,"SC102A1","Human"
"2955","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",121.967640729709,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",17,2,16,"SC102A1","Human"
"2956","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",129.854174196152,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",6,2,0,"SC102A1","Human"
"2957","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",133.620597436425,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",2,1,0,"SC102A1","Human"
"2958","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",14.5557333760336,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",15,2,14,"SC102A1","Human"
"2959","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",14.7497721347318,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",12,2,10,"SC102A1","Human"
"2960","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",16.3357236589721,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",7,2,6,"SC102A1","Human"
"2961","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",20.0190742680866,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",18,2,16,"SC102A1","Human"
"2962","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",32.4447818671018,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",1,2,0,"SC102A1","Human"
"2963","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",36.5608660114663,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",16,2,14,"SC102A1","Human"
"2964","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",39.2906458747951,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",5,2,3,"SC102A1","Human"
"2965","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",4.82100943369031,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",8,2,7,"SC102A1","Human"
"2966","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",430.232949231156,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",10,2,6,"SC102A1","Human"
"2967","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",471.359363025059,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",14,2,11,"SC102A1","Human"
"2968","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",5.35976511581868,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",7,1,6,"SC102A1","Human"
"2969","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",5.71241622133183,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",3,1,2,"SC102A1","Human"
"2970","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",5.84840480577334,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",4,2,3,"SC102A1","Human"
"2971","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",51.5019377841526,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",9,2,7,"SC102A1","Human"
"2972","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",6.95961813952036,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",2,2,1,"SC102A1","Human"
"2973","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",615.424724383998,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",6,1,3,"SC102A1","Human"
"2974","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",69.8309789382288,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",3,2,1,"SC102A1","Human"
"2975","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",7.47042527396504,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",5,1,3,"SC102A1","Human"
"2976","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",72.7222682034714,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",11,2,10,"SC102A1","Human"
"2977","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_I_Stitch.ims",88.907296383965,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_I_Stitch.ims.len",13,2,11,"SC102A1","Human"
"2978","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_II_Stitch.ims",33.3639804025503,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_II_Stitch.ims.len",1,1,0,"SC102A1","Human"
"2979","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_II_Stitch.ims",565.175201445261,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_II_Stitch.ims.len",2,1,0,"SC102A1","Human"
"2980","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_IV_Stitch.ims",34.3301968952097,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_IV_Stitch.ims.len",2,2,1,"SC102A1","Human"
"2981","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_IV_Stitch.ims",38.5849924011725,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_IV_Stitch.ims.len",2,1,0,"SC102A1","Human"
"2982","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_IV_Stitch.ims",43.2772603548931,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_IV_Stitch.ims.len",1,1,0,"SC102A1","Human"
"2983","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_IV_Stitch.ims",711.201148385642,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_IV_Stitch.ims.len",4,2,0,"SC102A1","Human"
"2984","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_IV_Stitch.ims",74.4877432122927,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_IV_Stitch.ims.len",1,2,0,"SC102A1","Human"
"2985","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_IV_Stitch.ims",91.7259783264146,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_IV_Stitch.ims.len",3,2,1,"SC102A1","Human"
"2986","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",1.64499537844141,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",2,4,9,"SC102A1","Human"
"2987","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",1.75577970344503,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",12,4,11,"SC102A1","Human"
"2988","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",10.499510450973,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",49,2,48,"SC102A1","Human"
"2989","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",10.6040472074916,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",57,2,56,"SC102A1","Human"
"2990","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",10.9410312991943,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",8,4,7,"SC102A1","Human"
"2991","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",105.561316478446,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",10,4,2,"SC102A1","Human"
"2992","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",11.0993476341325,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",55,2,54,"SC102A1","Human"
"2993","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",11.3338096810878,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",36,2,35,"SC102A1","Human"
"2994","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",11.5664582429426,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",23,4,21,"SC102A1","Human"
"2995","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",11.5745700007372,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",10,2,9,"SC102A1","Human"
"2996","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",11.8135957016053,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",1,2,0,"SC102A1","Human"
"2997","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",12.2072029736675,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",21,2,19,"SC102A1","Human"
"2998","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",12.309934522984,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",2,3,0,"SC102A1","Human"
"2999","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",120.939260629417,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",14,4,10,"SC102A1","Human"
"3000","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",13.4756823130873,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",42,2,40,"SC102A1","Human"
"3001","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",14.3952434118875,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",14,2,13,"SC102A1","Human"
"3002","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",14.4368304675491,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",35,2,34,"SC102A1","Human"
"3003","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",15.4384815577182,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",18,2,16,"SC102A1","Human"
"3004","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",17.1357683001057,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",38,2,37,"SC102A1","Human"
"3005","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",18.1810707088917,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",31,2,30,"SC102A1","Human"
"3006","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",19.061194523643,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",17,2,15,"SC102A1","Human"
"3007","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",19.9260086331123,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",32,2,30,"SC102A1","Human"
"3008","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",2.77518484900696,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",2,1,0,"SC102A1","Human"
"3009","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",20.4508876404959,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",39,2,37,"SC102A1","Human"
"3010","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",20.4855756434583,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",17,4,16,"SC102A1","Human"
"3011","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",21.996566633436,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",41,2,40,"SC102A1","Human"
"3012","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",22.0351480961833,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",52,2,50,"SC102A1","Human"
"3013","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",22.1384368664628,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",12,2,11,"SC102A1","Human"
"3014","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",22.2753167730155,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",9,4,7,"SC102A1","Human"
"3015","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",23.0220475474125,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",30,2,27,"SC102A1","Human"
"3016","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",23.258929082956,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",21,4,20,"SC102A1","Human"
"3017","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",24.3863587010798,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",3,2,2,"SC102A1","Human"
"3018","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",24.9394906844986,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",40,2,34,"SC102A1","Human"
"3019","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",244.903056538771,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",44,2,42,"SC102A1","Human"
"3020","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",263.558009530155,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",7,2,6,"SC102A1","Human"
"3021","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",273.722706594162,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",2,2,0,"SC102A1","Human"
"3022","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",28.2864130974587,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",27,4,25,"SC102A1","Human"
"3023","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",28.5306960016114,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",47,2,46,"SC102A1","Human"
"3024","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",3.35294285288963,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",4,4,3,"SC102A1","Human"
"3025","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",3.65481185096109,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",37,2,35,"SC102A1","Human"
"3026","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",30.3000389556768,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",25,4,23,"SC102A1","Human"
"3027","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",327.492116306575,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",34,2,32,"SC102A1","Human"
"3028","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",355.122402113545,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",5,4,3,"SC102A1","Human"
"3029","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",376.368240806166,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",20,4,17,"SC102A1","Human"
"3030","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",38.0725056297401,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",29,2,27,"SC102A1","Human"
"3031","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",38.9167307813917,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",7,4,5,"SC102A1","Human"
"3032","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",4.27649680032575,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",24,4,23,"SC102A1","Human"
"3033","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",4.37694595049737,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",18,4,16,"SC102A1","Human"
"3034","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",4.48601005587247,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",51,2,50,"SC102A1","Human"
"3035","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",4.64548244254199,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",1,1,0,"SC102A1","Human"
"3036","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",41.3996683401076,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",19,2,16,"SC102A1","Human"
"3037","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",45.6362467105724,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",25,2,24,"SC102A1","Human"
"3038","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",5.37567341403532,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",22,2,21,"SC102A1","Human"
"3039","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",5.54325634083723,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",23,2,21,"SC102A1","Human"
"3040","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",5.6205096501238,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",8,2,7,"SC102A1","Human"
"3041","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",55.4867647587468,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",50,2,48,"SC102A1","Human"
"3042","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",57.0580929804199,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",13,2,11,"SC102A1","Human"
"3043","d14","Batch6-7","stain20180706","Kah","Mordred_start_22_5_18_2018_Stitch.ims",58.158446725807,"lengths/d14/Batch6-7/stain20180706/Kah/Mordred_start_22_5_18_2018_Stitch.ims.len",0,4,2,"SC102A1","Human"
